month,year,state,permit,handgun,long_gun,other,multiple
5,2016,District of Columbia,57,47,6,0,0
5,2016,Florida,27235,42845,17025,2625,1506
5,2016,Georgia,13787,10866,5510,361,420
5,2016,Guam,0,119,56,8,10
5,2016,Hawaii,1314,0,0,0,0
5,2016,Idaho,1139,3132,3323,149,167
5,2016,Illinois,91026,19264,8686,0,598
5,2016,Indiana,91807,16842,9264,965,543
5,2016,Iowa,10729,121,1569,16,3
5,2016,Kansas,1006,4648,3553,281,263
5,2016,Kentucky,305018,8049,5244,222,414
5,2016,Louisiana,2376,9561,5788,668,406
5,2016,Maine,568,3009,2464,142,141
5,2016,Mariana Islands,0,0,1,0,0
5,2016,Maryland,2567,4099,4148,130,21
5,2016,Massachusetts,7114,5278,2325,486,158
5,2016,Michigan,18750,9834,6490,344,162
5,2016,Minnesota,24146,8772,7638,637,340
5,2016,Mississippi,1981,7005,3541,215,317
5,2016,Missouri,9606,16909,10162,966,824
5,2016,Montana,1490,2724,3881,123,175
5,2016,Nebraska,3394,78,1277,9,5
5,2016,Nevada,2624,4365,2329,191,225
5,2016,New Hampshire,3719,4262,2645,137,5
5,2016,New Jersey,0,6542,3027,201,0
5,2016,New Mexico,1666,4485,3269,327,224
5,2016,New York,4053,10118,10815,684,151
5,2016,North Carolina,25228,1119,8506,518,169
5,2016,North Dakota,1319,1186,1798,85,48
5,2016,Ohio,14797,26069,13219,1435,973
5,2016,Oklahoma,0,10385,6490,779,686
5,2016,Oregon,28,12038,9194,0,0
5,2016,Pennsylvania,20806,39963,8770,23,0
5,2016,Puerto Rico,0,991,166,24,20
5,2016,Rhode Island,0,936,536,28,113
5,2016,South Carolina,11329,7570,3922,363,241
5,2016,South Dakota,922,2161,2666,191,151
5,2016,Tennessee,2564,19232,10394,0,941
5,2016,Texas,25496,39446,25424,2559,1919
5,2016,Utah,16748,3097,3067,235,162
5,2016,Vermont,0,1096,1026,62,58
5,2016,Virgin Islands,84,26,2,0,0
5,2016,Virginia,943,18183,10896,758,0
5,2016,Washington,12459,14601,9033,1334,504
5,2016,West Virginia,1939,6099,4179,232,350
5,2016,Wisconsin,6549,11438,8481,562,39
5,2016,Wyoming,868,1497,1671,97,89
4,2016,Alabama,20959,9742,6977,320,412
4,2016,Alaska,298,3036,2777,178,176
4,2016,Arizona,7230,13086,7278,885,538
4,2016,Arkansas,5825,5334,4513,193,281
4,2016,California,93023,41862,30133,5247,0
4,2016,Colorado,8900,17897,12560,1048,1005
4,2016,Connecticut,16609,11882,3936,229,0
4,2016,Delaware,848,1878,1313,72,62
4,2016,District of Columbia,11,55,3,0,0
4,2016,Florida,27570,48697,19716,2788,1596
4,2016,Georgia,16847,13673,6764,385,443
4,2016,Guam,0,100,45,8,7
4,2016,Hawaii,1452,0,0,0,0
4,2016,Idaho,2400,3376,3720,179,157
4,2016,Illinois,117410,24894,11132,0,870
4,2016,Indiana,91355,20756,12137,1079,637
4,2016,Iowa,12650,184,2453,27,2
4,2016,Kansas,1392,5785,4540,333,274
4,2016,Kentucky,285372,9657,7070,223,481
4,2016,Louisiana,2192,11703,6552,685,544
4,2016,Maine,656,3970,3254,184,178
4,2016,Mariana Islands,0,0,0,0,0
4,2016,Maryland,3361,4294,4966,145,19
4,2016,Massachusetts,7414,6227,3009,594,166
4,2016,Michigan,24885,13598,8647,445,189
4,2016,Minnesota,30337,12547,12295,809,469
4,2016,Mississippi,1416,8765,4139,263,341
4,2016,Missouri,12050,19787,12754,970,896
4,2016,Montana,1771,2989,4388,133,201
4,2016,Nebraska,4353,116,1650,18,5
4,2016,Nevada,2958,5135,2793,223,255
4,2016,New Hampshire,3602,5337,3400,139,4
4,2016,New Jersey,0,6887,3331,247,0
4,2016,New Mexico,1619,5311,3967,294,236
4,2016,New York,4181,11281,14660,881,205
4,2016,North Carolina,27505,1250,10280,607,209
4,2016,North Dakota,765,2083,2791,89,113
4,2016,Ohio,16083,32959,17664,1618,1244
4,2016,Oklahoma,0,13132,8302,915,811
4,2016,Oregon,24,13102,9998,0,0
4,2016,Pennsylvania,24297,51472,11628,15,0
4,2016,Puerto Rico,0,947,202,17,17
4,2016,Rhode Island,0,1149,746,35,138
4,2016,South Carolina,14347,9617,4618,391,270
4,2016,South Dakota,1114,2981,3412,218,175
4,2016,Tennessee,4151,22965,12049,0,991
4,2016,Texas,38061,45339,27823,2775,2289
4,2016,Utah,22419,3560,3646,230,161
4,2016,Vermont,0,1483,1557,90,82
4,2016,Virgin Islands,59,23,3,0,0
4,2016,Virginia,415,21709,13235,851,0
4,2016,Washington,34121,15988,9698,1415,538
4,2016,West Virginia,2323,6908,5417,249,368
4,2016,Wisconsin,8256,15693,13348,673,38
4,2016,Wyoming,785,1764,1952,104,92
3,2016,Alabama,27829,14372,9115,383,580
3,2016,Alaska,256,3171,2750,209,189
3,2016,Arizona,8078,14387,7907,883,614
3,2016,Arkansas,7649,7603,5448,219,353
3,2016,California,117206,45266,31454,6007,0
3,2016,Colorado,11129,20049,12776,1069,1192
3,2016,Connecticut,16727,13996,4388,198,0
3,2016,Delaware,690,2353,1611,83,87
3,2016,District of Columbia,5,74,6,0,0
3,2016,Florida,34627,54164,22000,2874,1748
3,2016,Georgia,24301,18272,8517,467,540
3,2016,Guam,0,115,58,8,7
3,2016,Hawaii,1468,0,0,0,0
3,2016,Idaho,4411,3925,4208,227,206
3,2016,Illinois,132757,29052,12971,0,982
3,2016,Indiana,107510,27883,13485,1472,826
3,2016,Iowa,20031,252,3012,25,2
3,2016,Kansas,1857,7683,5368,409,296
3,2016,Kentucky,294755,13816,8391,283,595
3,2016,Louisiana,1937,13738,7553,799,552
3,2016,Maine,704,4725,3320,232,189
3,2016,Mariana Islands,0,0,1,0,0
3,2016,Maryland,3898,4866,5363,157,13
3,2016,Massachusetts,9327,7019,3275,546,174
3,2016,Michigan,30175,18316,10145,495,223
3,2016,Minnesota,29378,13738,11323,797,442
3,2016,Mississippi,1740,11287,5697,331,369
3,2016,Missouri,17076,27030,15359,1257,1055
3,2016,Montana,2372,3305,4621,150,234
3,2016,Nebraska,6108,132,1944,16,5
3,2016,Nevada,3373,6116,3062,231,295
3,2016,New Hampshire,4769,5912,3506,142,7
3,2016,New Jersey,0,7346,3582,210,0
3,2016,New Mexico,1165,6497,4466,388,302
3,2016,New York,5302,12474,15134,1041,193
3,2016,North Carolina,34897,1494,12263,673,197
3,2016,North Dakota,1208,1945,2711,97,72
3,2016,Ohio,19568,40331,19408,2179,1459
3,2016,Oklahoma,0,14892,8975,958,824
3,2016,Oregon,69,15513,11510,0,0
3,2016,Pennsylvania,31577,60489,12299,0,0
3,2016,Puerto Rico,0,948,200,8,22
3,2016,Rhode Island,0,1411,858,57,153
3,2016,South Carolina,17408,12312,6138,446,345
3,2016,South Dakota,1448,3451,3588,236,174
3,2016,Tennessee,2578,27951,14909,0,1099
3,2016,Texas,48497,55547,31794,2985,2444
3,2016,Utah,21789,3772,3883,262,186
3,2016,Vermont,0,1941,1715,118,78
3,2016,Virgin Islands,67,19,3,0,1
3,2016,Virginia,828,26264,14622,1019,0
3,2016,Washington,89199,19501,10947,1643,615
3,2016,West Virginia,3003,9481,6336,273,470
3,2016,Wisconsin,10344,18439,14836,807,35
3,2016,Wyoming,700,1995,2026,135,103
2,2016,Alabama,24746,29311,15054,950,1162
2,2016,Alaska,284,3190,2428,218,180
2,2016,Arizona,4627,16820,8782,877,856
2,2016,Arkansas,4167,10532,7028,258,638
2,2016,California,134211,44461,29486,5283,0
2,2016,Colorado,9004,22384,13355,1050,1302
2,2016,Connecticut,14261,13316,4250,275,0
2,2016,Delaware,415,2702,1633,131,94
2,2016,District of Columbia,14,74,7,0,0
2,2016,Florida,33181,62770,25228,3069,2138
2,2016,Georgia,24137,24534,10747,565,992
2,2016,Guam,0,85,44,8,4
2,2016,Hawaii,1419,0,0,0,0
2,2016,Idaho,4934,4419,4321,242,277
2,2016,Illinois,125089,30241,13543,0,1035
2,2016,Indiana,170646,32373,14947,1625,935
2,2016,Iowa,20356,279,2859,45,7
2,2016,Kansas,1711,9407,6165,433,525
2,2016,Kentucky,229733,19243,10414,404,1137
